label,message,cleaned,tokens
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",fri ah okie lorgoin drivin den go shoppin tt,"['fri', 'ah', 'okie', 'lorgoin', 'drivin', 'den', 'go', 'shoppin', 'tt']"
ham,Gokila is talking with you aha:),gokila talk aha,"['gokila', 'talk', 'aha']"
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanilrakhesh herethanksi exchang uncut diamond stuffleav back excellent service dino prem,"['hi', 'shanilrakhesh', 'herethanksi', 'exchang', 'uncut', 'diamond', 'stuffleav', 'back', 'excellent', 'service', 'dino', 'prem']"
ham,K.k.this month kotees birthday know?,kkthis month kotee birthday know,"['kkthis', 'month', 'kotee', 'birthday', 'know']"
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,im real real broke oh amount small even ltgt,"['im', 'real', 'real', 'broke', 'oh', 'amount', 'small', 'even', 'ltgt']"
ham,Sorry about that this is my mates phone and i didnt write it love Kate,sorry mate phone didnt write love kate,"['sorry', 'mate', 'phone', 'didnt', 'write', 'love', 'kate']"
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themobhit link get premium pink panther game new sugababe crazy zebra anima badass hoody wallpaperall free,"['themobhit', 'link', 'get', 'premium', 'pink', 'panther', 'game', 'new', 'sugababe', 'crazy', 'zebra', 'anima', 'badass', 'hoody', 'wallpaperall', 'free']"
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ah well confuse things doesnt thought friends maybe wrong thing already sort invit tho may come cos money,"['ah', 'well', 'confuse', 'things', 'doesnt', 'thought', 'friends', 'maybe', 'wrong', 'thing', 'already', 'sort', 'invit', 'tho', 'may', 'come', 'cos', 'money']"
ham,"Aight, call me once you're close",aight call youre close,"['aight', 'call', 'youre', 'close']"
ham,Nope thats fine. I might have a nap tho! ,nope thats fine might nap tho,"['nope', 'thats', 'fine', 'might', 'nap', 'tho']"
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,msg mobile content order resent previous attempt fail due network error query customersqueriesnetvisionukcom,"['msg', 'mobile', 'content', 'order', 'resent', 'previous', 'attempt', 'fail', 'due', 'network', 'error', 'query', 'customersqueriesnetvisionukcom']"
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,news hassl get weed week andre money haughaighgtujhyguj,"['news', 'hassl', 'get', 'weed', 'week', 'andre', 'money', 'haughaighgtujhyguj']"
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",boy lov gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decid aproach gal dt time truck speed towards gal wn hit girld boy ran like hell sav ask hw cn run fast boy reply boost secret energy instant girl shout energy thy liv happi gthr drink boost evrydy moral story hv free msgsd gud ni,"['boy', 'lov', 'gal', 'propsd', 'bt', 'didnt', 'mind', 'gv', 'lv', 'lttrs', 'bt', 'frnds', 'threw', 'thm', 'boy', 'decid', 'aproach', 'gal', 'dt', 'time', 'truck', 'speed', 'towards', 'gal', 'wn', 'hit', 'girld', 'boy', 'ran', 'like', 'hell', 'sav', 'ask', 'hw', 'cn', 'run', 'fast', 'boy', 'reply', 'boost', 'secret', 'energy', 'instant', 'girl', 'shout', 'energy', 'thy', 'liv', 'happi', 'gthr', 'drink', 'boost', 'evrydy', 'moral', 'story', 'hv', 'free', 'msgsd', 'gud', 'ni']"
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob,"['wnt', 'buy', 'bmw', 'car', 'urgentlyits', 'vry', 'urgentbut', 'hv', 'shortage', 'ltgt', 'lacsthere', 'source', 'arng', 'dis', 'amt', 'ltgt', 'lacsthats', 'prob']"
ham,Ding me on ya break fassyole! Blacko from londn,ding ya break fassyole blacko londn,"['ding', 'ya', 'break', 'fassyole', 'blacko', 'londn']"
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,real need kiss miss baby ur baby eva,"['real', 'need', 'kiss', 'miss', 'baby', 'ur', 'baby', 'eva']"
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",sign maturity start say big things actual start understand small things nice even bslvyl,"['sign', 'maturity', 'start', 'say', 'big', 'things', 'actual', 'start', 'understand', 'small', 'things', 'nice', 'even', 'bslvyl']"
ham,Oh you got many responsibilities.,oh got many responsibility,"['oh', 'got', 'many', 'responsibility']"
spam,You have 1 new message. Please call 08715205273,new message please call,"['new', 'message', 'please', 'call']"
ham,I've reached sch already...,ive reach sch already,"['ive', 'reach', 'sch', 'already']"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,december mobile mths entitl update latest colour camera mobile free call mobile update vco free,"['december', 'mobile', 'mths', 'entitl', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'vco', 'free']"
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,definite need module humanity dis sem izzit wan take module st,"['definite', 'need', 'module', 'humanity', 'dis', 'sem', 'izzit', 'wan', 'take', 'module', 'st']"
ham,Argh why the fuck is nobody in town ;_;,argh fuck nobody town,"['argh', 'fuck', 'nobody', 'town']"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",get lions england tone rep lionm mono lionp poly go wwwringtonescouk original best tone gbp network operator rate app,"['get', 'lions', 'england', 'tone', 'rep', 'lionm', 'mono', 'lionp', 'poly', 'go', 'wwwringtonescouk', 'original', 'best', 'tone', 'gbp', 'network', 'operator', 'rate', 'app']"
ham,Thanks. Fills me with complete calm and reassurance! ,thanks fills complete calm reassurance,"['thanks', 'fills', 'complete', 'calm', 'reassurance']"
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmean,"['aslamalaikkuminsha', 'allah', 'tohar', 'beeen', 'muht', 'albi', 'mufti', 'mahfuuzmean']"
ham,Are you driving or training?,driv train,"['driv', 'train']"
ham,Lol for real. She told my dad I have cancer,lol real told dad cancer,"['lol', 'real', 'told', 'dad', 'cancer']"
spam,PRIVATE! Your 2003 Account Statement for 078,private account state,"['private', 'account', 'state']"
ham,"Oops I did have it,  &lt;#&gt; ?",oops ltgt,"['oops', 'ltgt']"
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,enufcredeit tocallshall ileave uni get bus yor house,"['enufcredeit', 'tocallshall', 'ileave', 'uni', 'get', 'bus', 'yor', 'house']"
ham,"Hi Chikku, send some nice msgs",hi chikku send nice msgs,"['hi', 'chikku', 'send', 'nice', 'msgs']"
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",impossible argue always treats like sub like never releas remind necessary,"['impossible', 'argue', 'always', 'treats', 'like', 'sub', 'like', 'never', 'releas', 'remind', 'necessary']"
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",work ah den plus lor workin oso rite den go orchard lor place go liao,"['work', 'ah', 'den', 'plus', 'lor', 'workin', 'oso', 'rite', 'den', 'go', 'orchard', 'lor', 'place', 'go', 'liao']"
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",wonderful okors great month cherish guys wish well day mojibiola,"['wonderful', 'okors', 'great', 'month', 'cherish', 'guys', 'wish', 'well', 'day', 'mojibiola']"
ham,Cuz ibored. And don wanna study,cuz ibor wanna study,"['cuz', 'ibor', 'wanna', 'study']"
ham,Wot about on wed nite I am 3 then but only til 9!,wot wed nite til,"['wot', 'wed', 'nite', 'til']"
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose redr bloodblood heartheart send tis ur friends includ like get back poor rela need support frnd many luvs pray god marry try,"['rose', 'redr', 'bloodblood', 'heartheart', 'send', 'tis', 'ur', 'friends', 'includ', 'like', 'get', 'back', 'poor', 'rela', 'need', 'support', 'frnd', 'many', 'luvs', 'pray', 'god', 'marry', 'try']"
ham,Any way where are you and what doing.,any way,"['any', 'way']"
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,sucks ill go hair youll free right,"['sucks', 'ill', 'go', 'hair', 'youll', 'free', 'right']"
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,still work time also tri add zeros sav check ltgt,"['still', 'work', 'time', 'also', 'tri', 'add', 'zeros', 'sav', 'check', 'ltgt']"
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",hmm dunno leh mayb bag goigng dat small jus anyth except perfume smth dat keep,"['hmm', 'dunno', 'leh', 'mayb', 'bag', 'goigng', 'dat', 'small', 'jus', 'anyth', 'except', 'perfume', 'smth', 'dat', 'keep']"
ham,Sday only joined.so training we started today:),sday joinedso train start today,"['sday', 'joinedso', 'train', 'start', 'today']"
ham,Sorry * was at the grocers.,sorry grocer,"['sorry', 'grocer']"
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nice pubs near frankie bennys near warner cinema,"['nice', 'pubs', 'near', 'frankie', 'bennys', 'near', 'warner', 'cinema']"
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",costa del sol holiday await collec call toclaim sae tc pobox stockport skxh costpm maxmins,"['costa', 'del', 'sol', 'holiday', 'await', 'collec', 'call', 'toclaim', 'sae', 'tc', 'pobox', 'stockport', 'skxh', 'costpm', 'maxmins']"
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup havent want go yoga call book,"['yup', 'havent', 'want', 'go', 'yoga', 'call', 'book']"
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,oh shut omg yesterday dream kids boys piss kids boys even told mark dream chang diaper cause im gett owed face,"['oh', 'shut', 'omg', 'yesterday', 'dream', 'kids', 'boys', 'piss', 'kids', 'boys', 'even', 'told', 'mark', 'dream', 'chang', 'diaper', 'cause', 'im', 'gett', 'owed', 'face']"
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,yeah imagine would real gentle unlike docs treat patients like turkeys,"['yeah', 'imagine', 'would', 'real', 'gentle', 'unlike', 'docs', 'treat', 'patients', 'like', 'turkeys']"
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,free st week nokia tone ur mobile every week txt nokia get txt tell ur mate wwwgetzedcouk pobox wwq normptone,"['free', 'st', 'week', 'nokia', 'tone', 'ur', 'mobile', 'every', 'week', 'txt', 'nokia', 'get', 'txt', 'tell', 'ur', 'mate', 'wwwgetzedcouk', 'pobox', 'wwq', 'normptone']"
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,start dont stop pray good ideas anyth see help guys ill forward link,"['start', 'dont', 'stop', 'pray', 'good', 'ideas', 'anyth', 'see', 'help', 'guys', 'ill', 'forward', 'link']"
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,hi darlin im helens fone im gonna prince nite please come tb love kate,"['hi', 'darlin', 'im', 'helens', 'fone', 'im', 'gonna', 'prince', 'nite', 'please', 'come', 'tb', 'love', 'kate']"
ham,I'm in office now da:)where are you?,im office dawhere,"['im', 'office', 'dawhere']"
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar poor thing give support jia ill think,"['aiyar', 'poor', 'thing', 'give', 'support', 'jia', 'ill', 'think']"
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,oh unintentional bad tim great finger trains play along give fifteen min warn,"['oh', 'unintentional', 'bad', 'tim', 'great', 'finger', 'trains', 'play', 'along', 'give', 'fifteen', 'min', 'warn']"
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden ready summer free selec summer bulbs seeds worth scotsman saturday stop go notxtcouk,"['get', 'garden', 'ready', 'summer', 'free', 'selec', 'summer', 'bulbs', 'seeds', 'worth', 'scotsman', 'saturday', 'stop', 'go', 'notxtcouk']"
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),kthen come wenever lik come also tel vikky come gett free time,"['kthen', 'come', 'wenever', 'lik', 'come', 'also', 'tel', 'vikky', 'come', 'gett', 'free', 'time']"
ham,Pls call me da. What happen.,pls call da happen,"['pls', 'call', 'da', 'happen']"
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",happy new year ur familymay new year bring happi stability tranquility ur vibrant colourful life,"['happy', 'new', 'year', 'ur', 'familymay', 'new', 'year', 'bring', 'happi', 'stability', 'tranquility', 'ur', 'vibrant', 'colourful', 'life']"
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,problem renewal ill right away dont know details,"['problem', 'renewal', 'ill', 'right', 'away', 'dont', 'know', 'details']"
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,idk im sitt stop shop park lot right bawl eyes feel like im failure everyth nobody wants feel like im fail,"['idk', 'im', 'sitt', 'stop', 'shop', 'park', 'lot', 'right', 'bawl', 'eyes', 'feel', 'like', 'im', 'failure', 'everyth', 'nobody', 'wants', 'feel', 'like', 'im', 'fail']"
ham,Haven't left yet so probably gonna be here til dinner,havent left yet probab gonna til dinner,"['havent', 'left', 'yet', 'probab', 'gonna', 'til', 'dinner']"
